2020-10-20 17:41:14,bos_new,atzpvxwy,"[[<Player  1>, <Player  2>, <Player  3>, <Player  4>, <Player  5>]]",63101oef,,212,1,1,1,"[240, 720, 1200]","[None, None, None]",0ポイント,"[False, False, False]"
2020-10-20 17:41:14,bos_new,atzpvxwy,"[[<Player  1>, <Player  2>, <Player  3>, <Player  4>, <Player  5>]]",6ie2gymb,,213,2,2,1,"[720, 1200, 240]","[None, None, None]",0ポイント,"[False, False, False]"
2020-10-20 17:41:14,bos_new,atzpvxwy,"[[<Player  1>, <Player  2>, <Player  3>, <Player  4>, <Player  5>]]",vf0u348c,,214,3,3,1,"[1200, 240, 720]","[None, None, None]",0ポイント,"[False, False, False]"
2020-10-20 17:41:14,bos_new,atzpvxwy,"[[<Player  1>, <Player  2>, <Player  3>, <Player  4>, <Player  5>]]",g88c53d3,,215,4,4,1,"[1200, 720, 240]","[None, None, None]",0ポイント,"[False, False, False]"
2020-10-20 17:41:14,bos_new,atzpvxwy,"[[<Player  1>, <Player  2>, <Player  3>, <Player  4>, <Player  5>]]",9d8ov1ji,,216,5,5,1,"[1200, 720, 240]","[None, None, None]",0ポイント,"[False, False, False]"
2020-10-26 20:23:33,bos_new,69i959ec,"[[<Player  1>, <Player  2>, <Player  3>, <Player  4>, <Player  5>]]",jrjgifsb,,217,1,1,1,"[240, 720, 1200]","[None, None, None]",0ポイント,"[False, False, False]"
2020-10-26 20:23:33,bos_new,69i959ec,"[[<Player  1>, <Player  2>, <Player  3>, <Player  4>, <Player  5>]]",33vyxqph,,218,2,2,1,"[720, 1200, 240]","[None, None, None]",0ポイント,"[False, False, False]"
2020-10-26 20:23:33,bos_new,69i959ec,"[[<Player  1>, <Player  2>, <Player  3>, <Player  4>, <Player  5>]]",lqv38jgp,,219,3,3,1,"[1200, 240, 720]","[None, None, None]",0ポイント,"[False, False, False]"
2020-10-26 20:23:33,bos_new,69i959ec,"[[<Player  1>, <Player  2>, <Player  3>, <Player  4>, <Player  5>]]",tzemb1cm,,220,4,4,1,"[1200, 720, 240]","[None, None, None]",0ポイント,"[False, False, False]"
2020-10-26 20:23:33,bos_new,69i959ec,"[[<Player  1>, <Player  2>, <Player  3>, <Player  4>, <Player  5>]]",6kpiphqo,,221,5,5,1,"[1200, 720, 240]","[None, None, None]",0ポイント,"[False, False, False]"
