2020-09-01 12:39:35,my_survey_bos,iwhm502c,"[[<Player  5>, <Player  2>, <Player  1>, <Player  3>, <Player  4>]]",hrcdrjdz,,250,1,3,1,"[1200, 240, 720]","[1, 3, 2]","[1, 3, 2]",[3],720ポイント,"[False, False, True]"
2020-09-01 12:39:35,my_survey_bos,iwhm502c,"[[<Player  5>, <Player  2>, <Player  1>, <Player  3>, <Player  4>]]",fd7m9moa,,251,2,2,1,"[720, 1200, 240]","[2, 1, 3]","[2, 1, 3]",[2],1200ポイント,"[False, True, False]"
2020-09-01 12:39:35,my_survey_bos,iwhm502c,"[[<Player  5>, <Player  2>, <Player  1>, <Player  3>, <Player  4>]]",xm8jrv3t,,252,3,4,1,"[1200, 720, 240]","[1, 2, 3]","[1, 2, 3]",[1],1200ポイント,"[True, False, False]"
2020-09-01 12:39:35,my_survey_bos,iwhm502c,"[[<Player  5>, <Player  2>, <Player  1>, <Player  3>, <Player  4>]]",zg79dhc3,,253,4,5,1,"[1200, 720, 240]","[1, 2, 3]","[1, 2, 3]",[1],1200ポイント,"[True, False, False]"
2020-09-01 12:39:35,my_survey_bos,iwhm502c,"[[<Player  5>, <Player  2>, <Player  1>, <Player  3>, <Player  4>]]",lb5al9ql,,254,5,1,1,"[240, 720, 1200]","[3, 2, 1]","[3, 2, 1]",[3],1200ポイント,"[False, False, True]"
2020-09-01 12:50:30,my_survey_bos,sqhq0zmn,"[[<Player  3>, <Player  1>, <Player  2>, <Player  4>, <Player  5>]]",hnzh9ypo,,260,1,2,1,"[720, 1200, 240]","[2, 1, 3]","[2, 1, 3]",[2],1200ポイント,"[False, True, False]"
2020-09-01 12:50:30,my_survey_bos,sqhq0zmn,"[[<Player  3>, <Player  1>, <Player  2>, <Player  4>, <Player  5>]]",1ejni4tl,,261,2,3,1,"[1200, 240, 720]","[1, 3, 2]","[1, 3, 2]",[3],720ポイント,"[False, False, True]"
2020-09-01 12:50:30,my_survey_bos,sqhq0zmn,"[[<Player  3>, <Player  1>, <Player  2>, <Player  4>, <Player  5>]]",77ptn7rq,,262,3,1,1,"[240, 720, 1200]","[3, 2, 1]","[3, 2, 1]",[3],1200ポイント,"[False, False, True]"
2020-09-01 12:50:30,my_survey_bos,sqhq0zmn,"[[<Player  3>, <Player  1>, <Player  2>, <Player  4>, <Player  5>]]",csolsfhc,,263,4,4,1,"[1200, 720, 240]","[1, 2, 3]","[1, 2, 3]",[1],1200ポイント,"[True, False, False]"
2020-09-01 12:50:30,my_survey_bos,sqhq0zmn,"[[<Player  3>, <Player  1>, <Player  2>, <Player  4>, <Player  5>]]",ghlqdbw8,,264,5,5,1,"[1200, 720, 240]","[1, 2, 3]","[1, 2, 3]",[1],1200ポイント,"[True, False, False]"
2020-09-01 15:18:36,my_survey_bos,6kudc4wk,"[[<Player  5>, <Player  4>, <Player  1>, <Player  3>, <Player  2>]]",lvp1w7rl,,270,1,3,1,"[1200, 240, 720]","[1, 3, 2]","[1, 2, 3]",[3],720ポイント,"[False, False, True]"
2020-09-01 15:18:36,my_survey_bos,6kudc4wk,"[[<Player  5>, <Player  4>, <Player  1>, <Player  3>, <Player  2>]]",t910r101,,271,2,5,1,"[1200, 720, 240]","[1, 2, 3]","[1, 2, 3]",[1],1200ポイント,"[True, False, False]"
2020-09-01 15:18:36,my_survey_bos,6kudc4wk,"[[<Player  5>, <Player  4>, <Player  1>, <Player  3>, <Player  2>]]",hg7k0lfd,,272,3,4,1,"[1200, 720, 240]","[1, 2, 3]","[1, 2, 3]",[1],1200ポイント,"[True, False, False]"
2020-09-01 15:18:36,my_survey_bos,6kudc4wk,"[[<Player  5>, <Player  4>, <Player  1>, <Player  3>, <Player  2>]]",mh1b4t14,,273,4,2,1,"[720, 1200, 240]","[2, 1, 3]","[2, 1, 3]",[2],1200ポイント,"[False, True, False]"
2020-09-01 15:18:36,my_survey_bos,6kudc4wk,"[[<Player  5>, <Player  4>, <Player  1>, <Player  3>, <Player  2>]]",0cvo6buj,,274,5,1,1,"[240, 720, 1200]","[3, 2, 1]","[3, 2, 1]",[3],1200ポイント,"[False, False, True]"
2020-10-04 19:28:47,my_survey_bos,z9udq5t6,"[[<Player  3>, <Player  4>, <Player  1>, <Player  5>, <Player  2>]]",c60etxf4,,117,1,3,1,"[1200, 240, 720]","[1, 2, 3]","[1, 3, 2]",[2],240ポイント,"[False, True, False]"
2020-10-04 19:28:47,my_survey_bos,z9udq5t6,"[[<Player  3>, <Player  4>, <Player  1>, <Player  5>, <Player  2>]]",p412b06w,,118,2,5,1,"[1200, 720, 240]","[1, 2, 3]","[1, 2, 3]",[3],240ポイント,"[False, False, True]"
2020-10-04 19:28:47,my_survey_bos,z9udq5t6,"[[<Player  3>, <Player  4>, <Player  1>, <Player  5>, <Player  2>]]",dzqiae3h,,119,3,1,1,"[240, 720, 1200]","[1, 2, 3]","[3, 2, 1]",[3],1200ポイント,"[False, False, True]"
2020-10-04 19:28:47,my_survey_bos,z9udq5t6,"[[<Player  3>, <Player  4>, <Player  1>, <Player  5>, <Player  2>]]",n4vi8q6i,,120,4,2,1,"[720, 1200, 240]","[1, 2, 3]","[1, 2, 3]",[1],720ポイント,"[True, False, False]"
2020-10-04 19:28:47,my_survey_bos,z9udq5t6,"[[<Player  3>, <Player  4>, <Player  1>, <Player  5>, <Player  2>]]",gznj5xy7,,121,5,4,1,"[1200, 720, 240]","[1, 2, 3]","[1, 2, 3]",[1],1200ポイント,"[True, False, False]"
2020-10-26 21:43:57,bos_new_survey,tnitlsey,"[[<Player  5>, <Player  4>, <Player  2>, <Player  3>, <Player  1>]]",8d1ph9r1,,247,1,5,1,"[1200, 720, 240]","[1, 2, 3]","[1, 2, 3]",[2],720ポイント,"[False, True, False]"
